policy,p999_latency_us,cvar999_us,load_regime
oracle,9276.430952765872,9300.189013196488,high
oracle,8438.020153599085,8445.085033175503,high
oracle,7795.59456746741,7809.5268098383785,high
oracle,8731.758655712094,8755.867595866206,high
oracle,10067.684085601335,10093.403249774043,high
oracle,9621.162055398312,9661.358858256182,high
oracle,8792.42947486633,8816.88696612341,high
oracle,7561.369723884862,7602.846594847557,high
oracle,9115.265668541311,9128.731229241133,high
oracle,10713.26312709489,10834.202497840888,high
oracle,9311.770663722018,9337.329835359495,high
oracle,9120.076696696904,9135.853834779236,high
oracle,7712.045087074816,7751.441110864378,high
oracle,8659.976582781885,8680.711896688737,high
oracle,10338.295259832254,10368.303205148159,high
oracle,9375.225095444976,9399.540718945387,high
oracle,8584.502709472954,8616.506355478865,high
oracle,7794.497962843611,7830.141088919845,high
oracle,8716.704143737552,8722.987234842498,high
oracle,10039.535939992884,10059.473727394618,high
oracle,9513.012392583529,9562.466607574475,high
oracle,8865.467496504345,8892.31812921024,high
oracle,7454.690366110398,7478.9198868844705,high
oracle,9005.091794045025,9026.273997059569,high
oracle,10209.875589290235,10318.250114814728,high
oracle,9367.080159203755,9399.77542697812,high
oracle,9153.045091612239,9170.258869448193,high
oracle,7810.81073905763,7862.3804301256805,high
oracle,8394.32119475583,8410.111201158681,high
oracle,10458.086023703125,10521.81024441962,high
oracle,9292.84949182612,9303.833848891016,high
oracle,8605.4650756616,8626.76136003618,high
oracle,7919.336708325336,7938.485667870882,high
oracle,8681.452458321732,8692.688366837752,high
oracle,10245.439875845033,10282.315708676728,high
oracle,9567.352297118347,9598.66520475694,high
oracle,8829.661537671474,8841.707468994804,high
oracle,7495.339645912167,7546.9468534660855,high
oracle,8916.307921306672,8927.348788982621,high
oracle,10343.573379946833,10390.713111665053,high
oracle,9168.945120745984,9184.91309698396,high
oracle,9215.525750948993,9227.913890151736,high
oracle,7785.249031050922,7826.538684496145,high
oracle,8467.070233311264,8480.151325724299,high
oracle,10533.36451604329,10634.236643377473,high
oracle,9343.678555265195,9362.218959963971,high
oracle,8484.861649459328,8486.38721160396,high
oracle,8024.100053466923,8083.639463205875,high
oracle,8739.643205746737,8774.184841594633,high
oracle,10475.6641509092,10510.513213025879,high
oracle,9538.564944508487,9558.365678337275,high
oracle,8888.312301657728,8899.709905443284,high
oracle,7412.438255963121,7469.489101147879,high
oracle,8902.104307471363,8907.304661255788,high
oracle,10466.199312822258,10581.241302869379,high
oracle,9217.640185721766,9240.237172000558,high
oracle,9099.574283751192,9122.260270292185,high
oracle,7638.780634778106,7670.670131590516,high
oracle,8420.343009381053,8431.88303455433,high
oracle,10400.081063315954,10457.919104642973,high
oracle,9371.773376958172,9398.70700034714,high
oracle,8632.982849847862,8669.997036646868,high
oracle,7813.45075386408,7842.8336565717145,high
oracle,8747.534505768104,8771.12023121741,high
oracle,10124.472857124865,10131.965265433111,high
oracle,9627.34475721244,9641.394252889808,high
oracle,8871.882722316976,8875.235356186386,high
oracle,7520.995825965546,7540.613454362323,high
oracle,8903.349077122228,8936.375961409274,high
oracle,10553.87062556397,10610.39491604793,high
oracle,9227.46134432372,9288.399889671662,high
oracle,9184.707053508948,9200.815216303397,high
oracle,7670.374334205109,7685.687849237331,high
oracle,8485.592956839888,8489.95971154015,high
oracle,10602.404827347336,10631.8439976954,high
oracle,9597.680765734654,9613.463768720714,high
oracle,8537.94469189621,8551.532175633394,high
oracle,7962.492713678163,8032.257365001192,high
oracle,8692.891240274217,8705.116628205662,high
oracle,9922.004928052713,9934.334434417096,high
oracle,9672.438923066415,9681.148561098165,high
oracle,8881.752696778107,8888.049872841495,high
oracle,7423.592143796119,7449.365598980362,high
oracle,8976.463792747476,8996.805335676865,high
oracle,10153.763239209424,10221.256835809658,high
oracle,9300.53141256235,9309.404313527291,high
oracle,9145.711785221867,9149.59752030573,high
oracle,7648.7129034961545,7687.092316799266,high
oracle,8459.38947939459,8460.49725715223,high
oracle,10270.780494650231,10299.230203130322,high
oracle,9419.866977951951,9443.40049561033,high
oracle,8449.556846209714,8460.73303871967,high
oracle,7857.458792440418,7894.709420045107,high
oracle,8772.370065957395,8801.779704993372,high
oracle,10438.22001722799,10462.788124081537,high
oracle,9529.836815321374,9572.636853020696,high
oracle,8902.49898149579,8920.598875751544,high
oracle,7492.016424701273,7527.5817056903525,high
oracle,8982.590518224486,8986.426022203397,high
oracle,10396.353862733671,10486.379831045437,high
oracle,9293.252164079599,9304.678578515344,high
oracle,9264.437909863304,9269.218735903225,high
oracle,7615.654892253711,7642.1590474240365,high
oracle,8508.24032486499,8581.904781144684,high
oracle,10553.827631206388,10606.366674992456,high
oracle,9343.641782345585,9357.791044570533,high
oracle,8497.607664520998,8505.61856199891,high
oracle,7852.0708506060255,7880.38993196732,high
oracle,8754.752386245269,8775.270409218625,high
oracle,10357.632603850678,10507.890417623901,high
oracle,9500.625852280577,9545.39180623741,high
oracle,8897.942028147829,8923.827142985352,high
oracle,7478.111397976575,7517.505729753979,high
oracle,8961.376995476314,8996.964826457142,high
oracle,10455.472182149897,10559.396187014252,high
oracle,9325.088610562696,9347.498761787825,high
oracle,9230.030272467227,9247.387671701248,high
oracle,7690.370311940203,7713.170404841349,high
oracle,8562.240440223515,8589.813561027897,high
oracle,10671.643511899185,10707.257513183882,high
oracle,9249.18382436983,9267.590528453115,high
oracle,8510.186081127145,8512.206652191362,high
oracle,8046.090928666143,8068.479660360119,high
oracle,8744.713343787322,8782.085140883599,high
oracle,10177.337789378538,10223.747572178763,high
oracle,9648.711977420153,9674.020849482114,high
oracle,8828.823792644498,8848.735695018931,high
oracle,7520.47776017777,7537.930800533652,high
oracle,8963.058514716919,9045.211044299595,high
oracle,10369.598481019808,10464.153929054724,high
oracle,9266.88926620058,9286.951652414482,high
oracle,9122.707592531708,9126.509464594117,high
oracle,7785.424129739098,7802.96489378508,high
oracle,8513.338401082776,8517.635560342896,high
oracle,10583.318757995417,10680.10206795582,high
oracle,9594.853896634027,9618.811669975728,high
oracle,8527.293416173743,8542.2367933573,high
oracle,7834.814527935089,7862.976142760618,high
oracle,8732.691180675314,8759.402320164394,high
oracle,10184.401529755438,10226.97678389122,high
oracle,9852.573806103652,9875.678981975947,high
oracle,8841.606995297403,8863.025146623899,high
oracle,7423.1790014224,7452.235485432581,high
oracle,8929.995730558476,8960.805892273751,high
oracle,9889.580285609209,9927.241363905137,high
oracle,9134.671505942486,9168.519966396007,high
oracle,9133.523231522795,9140.612572900427,high
oracle,7616.768541889805,7646.412666484703,high
oracle,8452.434215856907,8472.811727164519,high
oracle,10285.098614456536,10322.651326716605,high
oracle,9255.745791682606,9262.072897128497,high
oracle,8609.355358848217,8640.79281684999,high
oracle,7810.341164687249,7836.813675379306,high
oracle,8775.71379568866,8788.630268032792,high
oracle,10094.578195983868,10123.770845801551,high
oracle,9575.10719126873,9595.937988869333,high
oracle,8882.771322510489,8891.21793198934,high
oracle,7602.42733927229,7633.322758399381,high
oracle,8991.300182231802,9013.730948153516,high
oracle,10205.684358437718,10219.72731654199,high
oracle,9129.070683806092,9140.771091831717,high
oracle,9121.292124276455,9149.636568950553,high
oracle,7516.377862509314,7525.991597851274,high
oracle,8464.654144998372,8530.92318719185,high
oracle,10719.641058560459,10760.6977124557,high
oracle,9340.198483140624,9380.243663514917,high
oracle,8658.994845494135,8665.632391248237,high
oracle,7897.564053898336,7909.96384378147,high
oracle,8718.469582788923,8734.192103149408,high
oracle,10289.872986842025,10326.078988801026,high
oracle,9506.59464324211,9514.16515883739,high
oracle,8865.192770305262,8883.217466599403,high
oracle,7481.875763707155,7533.500142003664,high
oracle,9061.26313168156,9127.22363983031,high
oracle,10200.45219842666,10238.920081805169,high
oracle,9172.448067657964,9178.604140989852,high
oracle,9189.13094391764,9195.962892253454,high
oracle,7583.86479870894,7591.109458763739,high
oracle,8489.510952800003,8517.62220666773,high
oracle,10429.069021571411,10456.320255742157,high
oracle,9231.9224774714,9274.201881364925,high
oracle,8527.997160259121,8534.573402480222,high
SIT-safe,7594.748096965753,7611.373358909753,saturation
SIT-safe,8727.17029809772,8787.068337050041,saturation
SIT-safe,11528.132016044834,11683.79899132212,saturation
SIT-safe,9473.380573317922,9483.428973105594,saturation
SIT-safe,8562.79665255942,8566.3136619779,saturation
SIT-safe,7821.955003545655,7844.748482854258,saturation
SIT-safe,8704.10068442366,8706.830376253776,saturation
SIT-safe,10759.808398073299,10791.191136764774,saturation
SIT-safe,9594.811960502784,9628.868519240292,saturation
SIT-safe,8661.280093955804,8673.406965988152,saturation
SIT-safe,7442.405683639455,7460.308478496952,saturation
SIT-safe,8905.332393828881,8906.444972337722,saturation
SIT-safe,11250.730749562344,11276.873052880404,saturation
SIT-safe,9231.228296152984,9264.779412852415,saturation
SIT-safe,8997.300424721268,9019.035366386297,saturation
SIT-safe,7496.01651877081,7518.74436866312,saturation
SIT-safe,8838.423364410528,8859.727619809051,saturation
SIT-safe,11136.101076100993,11277.227543448043,saturation
SIT-safe,9402.109794232623,9431.066239010852,saturation
SIT-safe,8662.533455403445,8681.000120654797,saturation
SIT-safe,7707.903460130414,7730.305797813946,saturation
SIT-safe,8864.294923101877,8870.429383844144,saturation
SIT-safe,10973.439425352222,11019.911757281167,saturation
SIT-safe,9669.686643003797,9676.265023565662,saturation
SIT-safe,8775.804591175074,8814.543485692288,saturation
SIT-safe,7562.176631175004,7600.268512180074,saturation
SIT-safe,8993.543473379501,9011.486475940075,saturation
SIT-safe,11113.258123373347,11261.79355839328,saturation
SIT-safe,9207.310786253114,9215.757671838408,saturation
SIT-safe,8930.136042261716,8953.003970576909,saturation
SIT-safe,7460.851634826087,7467.082762732791,saturation
SIT-safe,8694.4880838587,8706.835542443358,saturation
SIT-safe,11018.073307900095,11252.409319465653,saturation
SIT-safe,9393.010212989557,9428.272977900793,saturation
SIT-safe,8584.790836416641,8602.296965556234,saturation
SIT-safe,7755.162796278914,7767.47125297084,saturation
SIT-safe,8875.124108162758,8877.54542748819,saturation
SIT-safe,10920.43026472198,10948.604943309594,saturation
SIT-safe,9708.224495316143,9717.539826461072,saturation
SIT-safe,8724.247639335019,8730.572918444901,saturation
SIT-safe,7350.985984562443,7391.69747817067,saturation
SIT-safe,8913.658271439757,8939.658380321298,saturation
SIT-safe,10761.669824268103,10787.036104381757,saturation
SIT-safe,9396.865723029938,9427.292363066688,saturation
SIT-safe,8939.034077396676,8956.362572642174,saturation
SIT-safe,7575.385771579066,7604.532841488206,saturation
SIT-safe,8715.551723001898,8732.350218146723,saturation
SIT-safe,11299.36868628387,11319.15980401189,saturation
SIT-safe,9443.711735883935,9471.432632865468,saturation
SIT-safe,8605.847559007794,8624.377995840774,saturation
SIT-safe,7762.595580268337,7766.60960307436,saturation
SIT-safe,8745.109528429242,8748.983478459511,saturation
SIT-safe,10725.993181845864,10745.04843274589,saturation
SIT-safe,9809.226146295721,9849.238591535075,saturation
SIT-safe,8701.806096861079,8731.656875103792,saturation
SIT-safe,7465.76928171053,7477.256893508781,saturation
SIT-safe,9015.826694521898,9036.602446708723,saturation
SIT-safe,11339.318806772086,11350.785188135605,saturation
SIT-safe,9433.708076805087,9454.363414623564,saturation
SIT-safe,9007.629219206872,9020.004132694521,saturation
SIT-safe,7646.121717070656,7649.868542173885,saturation
SIT-safe,8670.845086884834,8674.2456413529,saturation
SIT-safe,11286.260653533098,11323.621178299965,saturation
SIT-safe,9424.513854809711,9437.368127711763,saturation
SIT-safe,8591.755684708067,8608.669349155301,saturation
SIT-safe,8024.229648284194,8065.509239503385,saturation
SIT-safe,8804.726293329406,8830.494896122913,saturation
SIT-safe,10826.641595276384,10964.69986032036,saturation
SIT-safe,9695.792597657557,9714.460591265848,saturation
SIT-safe,8659.027383603248,8682.331580166978,saturation
SIT-safe,7702.1964922310635,7717.016370524712,saturation
SIT-safe,8936.90278671705,8957.690114844354,saturation
SIT-safe,11018.830914317385,11049.344884269281,saturation
SIT-safe,9550.178823933968,9572.462265435573,saturation
SIT-safe,8852.301523064898,8893.651664272747,saturation
SIT-safe,7592.272655646687,7596.539098825671,saturation
SIT-safe,8621.97673573183,8635.907285223773,saturation
SIT-safe,11114.205513169107,11156.423556266509,saturation
SIT-safe,9440.607638212672,9471.092942621955,saturation
SIT-safe,8586.319251041257,8617.563538668099,saturation
SIT-safe,7776.453499255241,7795.375682341475,saturation
SIT-safe,8705.241226788017,8717.172992809748,saturation
SIT-safe,10877.889727707769,10915.046284996413,saturation
SIT-safe,9618.436419746082,9632.544874633732,saturation
SIT-safe,8678.91648771406,8698.08174033303,saturation
SIT-safe,7401.563448433414,7412.31052445225,saturation
SIT-safe,8964.97032619451,8977.247400105429,saturation
SIT-safe,11192.224159924186,11255.58908776061,saturation
SIT-safe,9432.202456980167,9443.167947648402,saturation
SIT-safe,8960.174804050928,8981.983429878881,saturation
SIT-safe,7638.893551666886,7699.96340924662,saturation
SIT-safe,8656.820623137752,8676.105153189785,saturation
SIT-safe,11444.440932227835,11508.442038591787,saturation
SIT-safe,9404.77603293266,9418.403021203801,saturation
SIT-safe,8524.064949880169,8546.298689065454,saturation
SIT-safe,7856.8256719448755,7892.552128729901,saturation
SIT-safe,8777.11447984612,8783.275070913876,saturation
SIT-safe,11142.477280699817,11162.082792639763,saturation
SIT-safe,9817.824424560064,9824.073911872565,saturation
SIT-safe,8684.624961611107,8691.540485316033,saturation
SIT-safe,7567.075404948922,7589.078237029216,saturation
SIT-safe,8921.24449027855,8946.028082470431,saturation
SIT-safe,11034.520647196674,11080.036850841065,saturation
SIT-safe,9239.919646497072,9260.805331542073,saturation
SIT-safe,8875.760374753512,8880.30779340907,saturation
SIT-safe,7651.614030747858,7685.85380878163,saturation
SIT-safe,8644.5226294746,8652.80164230933,saturation
SIT-safe,11084.906131413713,11178.61546510398,saturation
SIT-safe,9441.78140681153,9465.312679812632,saturation
SIT-safe,8510.061084367193,8516.549557372751,saturation
SIT-safe,7978.053206440757,8003.866739812541,saturation
SIT-safe,8968.970589080682,8992.000568580457,saturation
SIT-safe,10457.92445551358,10463.103001444211,saturation
SIT-safe,9697.745773432955,9733.510718551914,saturation
SIT-safe,8661.021856716323,8677.417520651205,saturation
SIT-safe,7611.926444076298,7631.260569054023,saturation
SIT-safe,8938.560132260265,8949.78560664078,saturation
SIT-safe,11484.890705479234,11535.283131990145,saturation
SIT-safe,9301.834248967429,9338.88231952447,saturation
SIT-safe,8972.425298943508,8992.649547441946,saturation
SIT-safe,7525.285769414418,7549.461088888712,saturation
SIT-safe,8776.087240693447,8779.299787907441,saturation
SIT-safe,11275.99355882926,11339.39991673324,saturation
SIT-safe,9465.584785779281,9476.671381609205,saturation
SIT-safe,8551.965554331517,8588.950229439848,saturation
SIT-safe,7970.005771330033,8032.008566200974,saturation
SIT-safe,8842.203406776722,8880.040040077307,saturation
SIT-safe,10741.906841887514,10811.582219564636,saturation
SIT-safe,9465.502058478702,9469.266903204381,saturation
SIT-safe,8710.19973939876,8717.54191381792,saturation
SIT-safe,7551.41377943477,7573.473480603028,saturation
SIT-safe,8983.30202254822,8987.869690824024,saturation
SIT-safe,10792.308218904745,10978.233372887322,saturation
SIT-safe,9416.714791445565,9431.757469191161,saturation
SIT-safe,8928.432049074876,8951.453775509652,saturation
SIT-safe,7625.270298457137,7662.827272460392,saturation
SIT-safe,8649.40185796355,8657.454244988641,saturation
SIT-safe,11224.48621814958,11266.50104515941,saturation
SIT-safe,9423.899706711269,9442.10831886995,saturation
SIT-safe,8536.660187986823,8544.840586090731,saturation
SIT-safe,7733.021626166248,7736.649196850416,saturation
SIT-safe,8838.46736847427,8849.115156548112,saturation
SIT-safe,10728.239819368555,10753.814670449798,saturation
SIT-safe,9698.794934910333,9731.570579655167,saturation
SIT-safe,8696.139444879183,8701.866615087034,saturation
SIT-safe,7459.024361533138,7494.7999722428885,saturation
SIT-safe,9088.582333354607,9100.404815032525,saturation
SIT-safe,11024.943416925473,11062.170929907095,saturation
SIT-safe,9304.062793645082,9340.031660352193,saturation
SIT-safe,8901.15699833658,8933.755916415728,saturation
SIT-safe,7678.297085532,7689.636587524805,saturation
SIT-safe,8813.775868210962,8839.178035862915,saturation
SIT-safe,11139.539617319499,11245.611249373696,saturation
SIT-safe,9459.794961440859,9468.099718803713,saturation
SIT-safe,8559.817834396288,8591.269286583158,saturation
SIT-safe,7737.544239212899,7747.248254762922,saturation
SIT-safe,8724.504662992733,8738.007145737642,saturation
SIT-safe,10797.480386563057,10851.104290181218,saturation
SIT-safe,9638.477061357731,9701.795300838738,saturation
SIT-safe,8749.866721429773,8757.382602811209,saturation
SIT-safe,7334.699240605238,7360.02685269434,saturation
SIT-safe,9013.38168614338,9038.98641785328,saturation
SIT-safe,10904.100927283182,10954.309550251672,saturation
SIT-safe,9293.504932007747,9301.036994311697,saturation
SIT-safe,8897.03996503472,8932.344903414323,saturation
SIT-safe,7489.252416678421,7495.19644772428,saturation
SIT-safe,8821.743161546921,8824.319777046045,saturation
SIT-safe,11473.098559244783,11540.56335401793,saturation
SIT-safe,9450.022699635354,9469.789768142804,saturation
SIT-safe,8796.725580492339,8811.516990196114,saturation
SIT-safe,7819.172315227903,7836.884196695633,saturation
SIT-safe,8774.141615619952,8778.710627368237,saturation
SIT-safe,10992.207433603857,11003.974554272765,saturation
SIT-safe,9601.884957430619,9625.861241152335,saturation
SIT-safe,8715.678637824269,8747.251311821496,saturation
SIT-safe,7661.572154814845,7684.331812796444,saturation
SIT-safe,9142.007958082082,9167.748911759394,saturation
SIT-safe,11008.301065656284,11039.282358080598,saturation
SIT-safe,9169.261290110813,9194.692638524868,saturation
SIT-safe,8850.420787184856,8860.353508345845,saturation
SIT-safe,7646.144169553109,7663.988139866009,saturation
SIT-safe,8659.589152547536,8673.196612101012,saturation
SIT-safe,10911.854083816617,10982.792637058405,saturation
SIT-safe,9426.886038321547,9436.905245439344,saturation
SIT-safe,8587.086523337532,8604.260393655422,saturation
SIT-safe,7636.690821028641,7655.140653123672,saturation
SIT-safe,8822.650568288207,8839.087922041725,saturation
SIT-safe,10558.083548380579,10599.958514619582,saturation
SIT-safe,9580.869537863366,9621.233234273765,saturation
SIT-safe,8822.346239122944,8854.249942870829,saturation
SIT-safe,7465.652140518968,7490.111365291242,saturation
SIT-safe,9035.710922399714,9059.545617152304,saturation
SIT-safe,10854.005926935504,10924.074442677904,saturation
SIT-safe,9627.34655276998,9650.338027216803,saturation
SIT-safe,8825.443678786625,8839.131895446086,saturation
SIT-safe,7634.517591688053,7677.651283339684,saturation
SIT-safe,8795.558190323727,8841.19818638266,saturation
SIT-safe,10877.830829986202,10882.257499712701,saturation
SIT-safe,9353.581898318527,9373.647237771353,saturation
SIT-safe,8541.222727386663,8558.532072346738,saturation
partition,3135.9072917594654,3209.5101681897613,saturation
partition,4152.235323463837,4175.979203900742,saturation
partition,7821.709371330916,7855.859236568916,saturation
partition,4233.2498784338295,4236.603726405678,saturation
partition,3024.6168151014367,3034.538932797214,saturation
partition,3394.7420918857197,3413.3645656456592,saturation
partition,4183.428147849213,4191.605983221949,saturation
partition,7806.457623359181,7831.408643660536,saturation
partition,4224.229857245741,4238.555771566274,saturation
partition,3047.333052500409,3075.633258792118,saturation
partition,3110.7846244925886,3113.4388451289396,saturation
partition,4147.960883472758,4155.465773750675,saturation
partition,7530.930779416647,7626.6335700651,saturation
partition,4341.08978660863,4358.161925241002,saturation
partition,3111.228959081571,3126.16818167958,saturation
partition,3236.801307411343,3259.5338636510733,saturation
partition,4137.787735048918,4147.694048348032,saturation
partition,7559.6705848564525,7581.9989968978425,saturation
partition,4324.71298447382,4381.014109868692,saturation
partition,3047.571465322518,3048.401657726537,saturation
partition,3172.7835059294016,3207.187670534583,saturation
partition,4152.427151347275,4162.783436300309,saturation
partition,7786.352683476786,7842.769323406937,saturation
partition,4321.412827749828,4331.700409595853,saturation
partition,3133.1734303670605,3138.7061058389163,saturation
partition,3315.3042383231696,3362.46053206811,saturation
partition,4133.195572807596,4160.401763515243,saturation
partition,7217.540284449137,7264.423942102794,saturation
partition,4377.394058625728,4401.65512086056,saturation
partition,3184.6530272459736,3198.476155519096,saturation
partition,3131.6691345613976,3143.733586477922,saturation
partition,4280.182535039575,4304.30064025112,saturation
partition,7475.211994146381,7503.036965969978,saturation
partition,4467.368540999578,4487.754734509996,saturation
partition,3047.683303036686,3059.725648980099,saturation
partition,3051.2518530730576,3109.6652347941854,saturation
partition,4147.051744254491,4172.118835425828,saturation
partition,7274.300123568605,7346.457412331652,saturation
partition,4459.056121557972,4522.428379382232,saturation
partition,3020.2643619541936,3039.325242704853,saturation
partition,3058.572174857638,3077.979626358581,saturation
partition,4241.619480918641,4258.569402367401,saturation
partition,7969.93259774152,8079.519170832557,saturation
partition,4293.349038270327,4305.23335620745,saturation
partition,3067.2642230212505,3111.222190171375,saturation
partition,3153.5272999870826,3173.321225970416,saturation
partition,4097.350297094323,4101.9126424976,saturation
partition,7694.317447194457,7766.21923763859,saturation
partition,4267.271105381019,4311.198266800786,saturation
partition,3192.7632357398074,3198.5116100848727,saturation
partition,3238.692678645497,3246.0039930822904,saturation
partition,4159.320044891951,4179.897035655915,saturation
partition,7373.767104711891,7424.520067821493,saturation
partition,4313.009162863458,4357.194323425638,saturation
partition,3018.3781306383407,3025.875359001579,saturation
partition,3381.8604287332537,3400.738605254241,saturation
partition,4129.562070837063,4165.666813875819,saturation
partition,7409.404284060657,7441.5417145533,saturation
partition,4387.09127454545,4402.395328787405,saturation
partition,3033.078666007589,3046.2275825587576,saturation
partition,3126.024558664784,3134.8429841278203,saturation
partition,4274.210270981835,4282.665342191913,saturation
partition,7891.679321608488,7966.275475670011,saturation
partition,4378.873546582763,4385.257597009429,saturation
partition,3037.5867659959104,3049.33743472914,saturation
partition,3257.561497424865,3308.5446932315526,saturation
partition,4203.66340026816,4229.735118159186,saturation
partition,7986.374448309545,8016.273668630782,saturation
partition,4445.834263232757,4462.191142271557,saturation
partition,3074.7842472018397,3081.1603526234685,saturation
partition,3378.5294982552937,3388.5281533221064,saturation
partition,4132.787768669741,4148.350669971118,saturation
partition,7695.173591687793,7822.967624312405,saturation
partition,4323.892981759572,4369.270125827166,saturation
partition,3141.090835045096,3146.5483131263354,saturation
partition,3130.2435047637905,3153.1663733261735,saturation
partition,4154.639221983279,4191.132512915297,saturation
partition,7349.553097031229,7477.49795482067,saturation
partition,4369.522437006702,4391.087331177938,saturation
partition,3103.2686946557915,3130.9859263941016,saturation
partition,3516.610504734456,3602.265348543596,saturation
partition,4141.981869141916,4144.747089147764,saturation
partition,7612.105056206297,7626.711251042765,saturation
partition,4279.705288804401,4295.87958523384,saturation
partition,3204.2112399813223,3230.5058393591153,saturation
partition,3157.061793644603,3164.2126362129056,saturation
partition,4357.907512499158,4379.205594846462,saturation
partition,7506.856154898451,7575.487709288369,saturation
partition,4271.8714831797115,4307.274785041107,saturation
partition,3157.158729409993,3192.605395485742,saturation
partition,3284.8874948246457,3320.4161119477967,saturation
partition,4129.7229231749,4161.460270717079,saturation
partition,7340.742912647446,7405.628748818086,saturation
partition,4412.386669819279,4417.219524637634,saturation
partition,3051.1122329237173,3074.321408157628,saturation
partition,3139.489983726709,3180.9453546751474,saturation
partition,4194.219678195467,4234.085059862415,saturation
partition,7355.120433884069,7406.588522258095,saturation
partition,4173.954611094239,4189.396797337477,saturation
partition,3001.0448021231746,3022.468407142907,saturation
partition,3361.5186678912955,3363.5281387509294,saturation
partition,4058.252833640946,4075.328086926406,saturation
partition,7830.802897723134,7845.397980062604,saturation
partition,4440.382600866199,4474.724200431036,saturation
partition,3217.1844177515663,3241.7183981130893,saturation
partition,3407.05941263668,3420.387024018675,saturation
partition,4120.091900533595,4126.587250362281,saturation
partition,7325.08174463771,7456.555402355237,saturation
partition,4375.2879111917855,4377.549810507747,saturation
partition,3070.771827501589,3080.712600967242,saturation
partition,3294.762377931921,3314.4140912756598,saturation
partition,4198.450890915759,4229.0916044551,saturation
partition,7285.367015579005,7298.686385602741,saturation
partition,4177.243663953276,4187.006289681792,saturation
partition,3038.6871471191694,3042.509798286307,saturation
partition,3202.6494994929876,3229.0272192486227,saturation
partition,4225.081476383406,4249.129078460273,saturation
partition,7534.86307876261,7549.545147674658,saturation
partition,4471.284018898531,4524.816384608021,saturation
partition,2968.6174418308133,2977.10143924822,saturation
partition,3240.862501016665,3256.1730980733864,saturation
partition,4102.62802497794,4125.926507600092,saturation
partition,7335.539121292527,7348.929826847525,saturation
partition,4227.038636170775,4244.669166027006,saturation
partition,3092.143936498012,3112.994581035441,saturation
partition,3244.946781264535,3261.363384646511,saturation
partition,4063.071140341651,4103.61311048082,saturation
partition,7337.549234886822,7403.0562711661005,saturation
partition,4384.258276450675,4406.407137858516,saturation
partition,3089.1576782163274,3103.873886374745,saturation
partition,3261.307773118276,3343.938731187682,saturation
partition,4146.432920783415,4161.734391002039,saturation
partition,7691.8797518608,7801.809116802019,saturation
partition,4327.988868652851,4416.930719384096,saturation
partition,3054.964309144033,3058.6268314357867,saturation
partition,3682.7284372484573,3693.271519912085,saturation
partition,4134.423056796383,4153.8989526678015,saturation
partition,7333.400069805011,7404.388884321335,saturation
partition,4383.28018491727,4408.588078349291,saturation
partition,3093.5522336646072,3101.5802220918476,saturation
partition,3101.9430754725104,3154.529923299411,saturation
partition,4121.346018093983,4153.410792450758,saturation
partition,7796.399835516983,7878.030883746205,saturation
partition,4285.77133136743,4321.973012536754,saturation
partition,3071.8929674971623,3077.399457930728,saturation
partition,3241.048987635114,3288.7805632183895,saturation
partition,4175.467053673061,4197.276861275226,saturation
partition,7394.441701633145,7404.80721862449,saturation
partition,4376.792485005755,4395.0530699068495,saturation
partition,3055.4875272801714,3062.650387385724,saturation
partition,3192.1498781994183,3197.3251545262883,saturation
partition,4160.115361545204,4172.1364040130975,saturation
partition,7786.932814907401,7862.571557591613,saturation
partition,4264.457433736794,4315.8391336340355,saturation
partition,3047.3109927368846,3052.9062939397786,saturation
partition,3236.1027657579443,3261.361435648234,saturation
partition,4081.727823510047,4089.60428290054,saturation
partition,7542.819327264535,7574.040936552931,saturation
partition,4365.727421242186,4372.995932763537,saturation
partition,3096.6845576533547,3119.285911537351,saturation
partition,3316.8018478682675,3337.6029765030626,saturation
partition,4180.242045766751,4205.559173524366,saturation
partition,7435.898428649411,7478.108426066911,saturation
partition,4241.260285486304,4285.791296021414,saturation
partition,3049.4870788866424,3065.4282804579466,saturation
partition,3388.0873479526526,3420.158648190502,saturation
partition,4142.769217947802,4169.554872742665,saturation
partition,7650.468157412568,7683.809096538897,saturation
partition,4108.772039978557,4125.314851826939,saturation
partition,3061.4718817384537,3076.1918909778633,saturation
partition,3306.8372307155405,3340.7436043073712,saturation
partition,4075.350386791456,4085.2488525408407,saturation
partition,7640.4327541286475,7644.761156347583,saturation
partition,4501.744430961971,4536.459647140571,saturation
partition,3035.0709592490957,3052.6649906771017,saturation
partition,3231.2420047212354,3237.1266353176497,saturation
partition,4149.045111980565,4177.100061227258,saturation
partition,7547.329451086691,7592.472609519787,saturation
partition,4193.415155252202,4211.871333799397,saturation
partition,3016.0242676163607,3025.6014529072722,saturation
partition,3141.356550960026,3153.5208169060115,saturation
partition,4164.129012423893,4173.023463195302,saturation
partition,7353.843438007069,7438.274034854836,saturation
partition,4272.9026915890645,4280.4341445759155,saturation
partition,3075.125993372451,3092.037202169089,saturation
partition,3141.952776264221,3181.192204715173,saturation
partition,4247.385851249581,4288.522604888518,saturation
partition,7581.664957257117,7632.752375603857,saturation
partition,4216.845635853268,4241.043237595186,saturation
partition,3043.3754194373223,3057.3035780596983,saturation
partition,3213.647478701109,3226.860338381158,saturation
partition,4089.79727746218,4098.054916976542,saturation
partition,7277.99688895719,7463.488787127153,saturation
