policy,mean_backlog_us,max_backlog_us,load_regime
static-high,6987.428441394202,7362.654061650741,low
static-high,8378.110361976444,8675.045970334439,low
static-high,5881.212642137376,6282.846236039186,low
static-high,7947.106828857865,8319.93866019536,low
static-high,6593.593365053127,7412.037863920326,low
static-high,7133.375112542191,7547.416060890071,low
static-high,8319.858147523062,8638.29425116023,low
static-high,5778.721467472673,6220.808415668551,low
static-high,8109.3137736172675,8567.33518436132,low
static-high,6444.3985698961205,7635.04331654124,low
static-high,6952.9982617060505,7349.333736006287,low
static-high,8545.695881205364,8871.454901097342,low
static-high,5763.023924319352,6164.272888561478,low
static-high,8027.452574741456,8417.41013979318,low
static-high,6549.560379142237,7396.797928565156,low
static-high,6991.900128468137,7393.6028268995,low
static-high,8381.676880842391,8675.473896514217,low
static-high,5883.023984083449,6400.978160180617,low
static-high,7935.199060207441,8373.783986579976,low
static-high,6622.126584724434,7554.228366363619,low
static-high,7130.023142476769,7476.188864270458,low
static-high,8314.701580382809,8613.406015926274,low
static-high,5782.982565070335,6179.2863415576285,low
static-high,8111.054411068857,8469.193692640401,low
static-high,6428.377777128526,7260.930489178974,low
static-high,6941.386076267587,7321.99684830592,low
static-high,8545.700090739416,8824.334180462174,low
static-high,5762.110025331666,6118.0951651551295,low
static-high,8018.246611837195,8356.483861007262,low
static-high,6570.968821667489,7594.751947897486,low
static-high,6971.690952587914,7370.344468766125,low
static-high,8374.946841412699,8695.24749158934,low
static-high,5874.193109631736,6277.657311623974,low
static-high,7937.732637844486,8286.870695135603,low
static-high,6629.738412245123,7426.503625759622,low
static-high,7133.785668862196,7580.7042637509585,low
static-high,8323.257880136169,8643.06567497435,low
static-high,5783.2009128910495,6248.330536298323,low
static-high,8113.563534002915,8530.873301298125,low
static-high,6440.880385117866,7354.4714243332855,low
static-high,6958.891134102756,7326.451507922262,low
static-high,8537.332645734614,8857.860742811346,low
static-high,5767.8676062711265,6107.709953424754,low
static-high,8026.728340661382,8411.919543523341,low
static-high,6557.097189133011,7505.5403291845,low
static-high,6987.896315049152,7358.006107368041,low
static-high,8384.092667610088,8730.643780282815,low
SIT-safe,4405.822255290173,5068.384457063279,medium
SIT-safe,5481.1786450120735,5910.416061623895,medium
SIT-safe,6227.870609468475,7453.992287371191,medium
SIT-safe,5287.45087339988,5734.308883850754,medium
SIT-safe,3818.824614783831,4093.9640899634833,medium
SIT-safe,4518.518159838171,5088.285103415139,medium
SIT-safe,5486.809568874168,5905.727803232163,medium
SIT-safe,6179.547013665729,7784.65400951117,medium
SIT-safe,5448.336515103709,5966.825750860153,medium
SIT-safe,4011.413876851901,4319.2364478278905,medium
SIT-safe,4315.758289803197,4737.091553078149,medium
SIT-safe,5615.325802654982,6038.014090208104,medium
SIT-safe,6150.875734581418,7292.6294285075855,medium
SIT-safe,5131.536253247609,5566.049508995551,medium
SIT-safe,4152.828682544234,4430.542817199137,medium
SIT-safe,4396.264528874541,4856.083993067237,medium
SIT-safe,5477.987057411809,5969.926070106332,medium
SIT-safe,6215.894907480989,7127.824411051464,medium
SIT-safe,5280.561588506676,5765.588938266155,medium
SIT-safe,3815.317659591639,4066.4753394339787,medium
SIT-safe,4527.329126042742,5071.080529270577,medium
SIT-safe,5477.750843470348,5838.4917670751165,medium
SIT-safe,6182.0444673956035,7034.330342321191,medium
SIT-safe,5464.344662480113,5901.642109693312,medium
SIT-safe,3978.6387776559245,4290.548357708729,medium
SIT-safe,4291.484834606174,4786.526070488617,medium
SIT-safe,5620.8111291862015,6021.070352914085,medium
SIT-safe,6234.962096812816,7248.856548899552,medium
SIT-safe,5143.932019056216,5643.154176983051,medium
SIT-safe,4145.237706527587,4453.171822191216,medium
SIT-safe,4399.299765183736,5183.512169383408,medium
SIT-safe,5473.430271398987,5902.078366896021,medium
SIT-safe,6301.487134082422,8050.47592246221,medium
SIT-safe,5278.492811746126,5863.105178995233,medium
SIT-safe,3822.6448752933215,4088.9349754118593,medium
SIT-safe,4544.2366296011505,4976.584304270218,medium
SIT-safe,5491.483994620301,5909.920518124476,medium
SIT-safe,6163.917224839149,7361.982498482685,medium
SIT-safe,5461.846039334296,6081.923045345087,medium
SIT-safe,4001.9205837427216,4392.884217359475,medium
SIT-safe,4304.059123450018,4740.004874041595,medium
SIT-safe,5598.667492997063,6048.526907128864,medium
SIT-safe,6139.304523861461,7544.7709340917645,medium
SIT-safe,5127.408504301775,5561.745384021662,medium
SIT-safe,4136.526263341408,4473.2880293405615,medium
SIT-safe,4407.499372260623,5006.407041075203,medium
SIT-safe,5472.290193827944,5808.733630436473,medium
SIT-safe,6273.925810058172,7236.407487533987,medium
SIT-safe,5286.359457949502,5706.792191389177,medium
SIT-safe,3819.644094630071,4151.016191086041,medium
SIT-safe,4546.922340853213,5105.949862517067,medium
SIT-safe,5496.5425383268885,5868.4429677765875,medium
SIT-safe,6171.971502026981,7231.330517115246,medium
SIT-safe,5464.186455218952,5878.643378633307,medium
SIT-safe,4004.7582194066154,4239.419056859595,medium
SIT-safe,4316.746215464442,4802.318813550501,medium
SIT-safe,5639.151161648117,6101.12279934797,medium
SIT-safe,6178.686611266672,7674.606826155999,medium
SIT-safe,5139.756452656077,5562.589752475091,medium
SIT-safe,4126.7118016773475,4405.073726296658,medium
SIT-safe,4409.148718449774,4933.338335876528,medium
SIT-safe,5467.859395217606,6001.015948746455,medium
SIT-safe,6227.056859866606,7597.986355043686,medium
SIT-safe,5281.640246812507,5672.004874771985,medium
SIT-safe,3818.5329892762984,4136.052595858404,medium
SIT-safe,4529.7096626425855,5012.8242773889215,medium
SIT-safe,5504.254661519723,5933.612032776349,medium
SIT-safe,6188.921397891861,7462.769902593456,medium
SIT-safe,5462.367093096275,6045.417784169316,medium
SIT-safe,3996.391382620772,4310.77961884689,medium
SIT-safe,4303.354120199567,4868.501840909943,medium
SIT-safe,5630.006946648139,5919.13946681784,medium
SIT-safe,6135.906508178391,7198.917826938967,medium
SIT-safe,5120.875125897837,5654.884255347773,medium
SIT-safe,4151.400683839244,4438.995382495807,medium
SIT-safe,4414.676900273408,4860.916189509555,medium
SIT-safe,5474.242803847947,5858.255089845625,medium
SIT-safe,6252.508030916861,7483.9173675485945,medium
SIT-safe,5278.913175244268,5842.931873880327,medium
SIT-safe,3823.532235718996,4159.940818896799,medium
SIT-safe,4529.917496930402,5013.328188130341,medium
SIT-safe,5485.771766062558,5919.889001303876,medium
SIT-safe,6134.977811511066,7031.711685028509,medium
SIT-safe,5463.521176583074,6003.200601011777,medium
SIT-safe,3989.3818891124715,4295.119352709211,medium
SIT-safe,4291.6992689993585,5029.748060893733,medium
SIT-safe,5615.826592227841,6000.797345402534,medium
SIT-safe,6169.593852437752,7332.912344141048,medium
SIT-safe,5151.710505864073,5676.5573293707275,medium
SIT-safe,4137.570936961804,4437.470941472158,medium
SIT-safe,4394.242076382817,4917.25233931042,medium
SIT-safe,5468.147339165507,5939.571255642339,medium
SIT-safe,6251.013783414233,7286.910281026678,medium
SIT-safe,5292.480136546806,5801.701475544542,medium
SIT-safe,3831.1591138815693,4149.135712237854,medium
SIT-safe,4522.891182510532,5042.056216851692,medium
SIT-safe,5478.722128089773,5845.63686101546,medium
SIT-safe,6182.238854757734,7245.830370508716,medium
SIT-safe,5467.507804426901,5877.194099784363,medium
SIT-safe,3993.1457055304413,4298.224537835398,medium
SIT-safe,4297.9733869739075,4843.987547354831,medium
SIT-safe,5640.079009771376,5982.216578601889,medium
SIT-safe,6187.746561826437,7228.351407635491,medium
SIT-safe,5104.4973174914685,5582.754139234952,medium
SIT-safe,4146.16697668331,4480.161207613797,medium
SIT-safe,4389.48912440818,4755.686462974583,medium
SIT-safe,5484.51630253158,5879.887012403808,medium
SIT-safe,6234.448745905697,7441.473414391832,medium
SIT-safe,5277.370028581434,5794.388805582421,medium
SIT-safe,3815.594679440655,4129.344001024685,medium
SIT-safe,4522.435428769082,5089.214299122075,medium
SIT-safe,5493.256659408032,5933.081259290353,medium
SIT-safe,6194.4831827975195,7244.80781632915,medium
SIT-safe,5454.2513508425745,5954.49442222371,medium
SIT-safe,3999.688020925809,4285.670127752761,medium
SIT-safe,4324.361244509519,4958.108834226296,medium
SIT-safe,5619.993066645373,5971.433460938744,medium
SIT-safe,6173.410742691853,7159.850775025538,medium
SIT-safe,5128.5508878500905,5633.523522626303,medium
SIT-safe,4146.111968799202,4424.467618747614,medium
SIT-safe,4400.264373797464,4941.787542508013,medium
SIT-safe,5466.309536912002,5935.278563061322,medium
SIT-safe,6252.719685527338,7203.966168173938,medium
SIT-safe,5309.271246471882,5811.808186329843,medium
SIT-safe,3826.280893006877,4181.442324246978,medium
SIT-safe,4519.79425067341,5027.03247766156,medium
SIT-safe,5482.509429026156,5943.930169123691,medium
SIT-safe,6160.074162707121,7273.537659460504,medium
SIT-safe,5466.454636422239,5952.3668611148605,medium
SIT-safe,3994.4364118340313,4291.728094251943,medium
SIT-safe,4297.825496354845,4749.080997094759,medium
SIT-safe,5641.121832500015,6042.895998997788,medium
SIT-safe,6143.982990906276,7557.778754903411,medium
SIT-safe,5131.448591592702,5683.804959331552,medium
SIT-safe,4148.121920568869,4409.56770772743,medium
SIT-safe,4403.384175048444,4935.118635379855,medium
SIT-safe,5480.417215676544,5864.8180700743105,medium
SIT-safe,6274.610319601046,7517.910336048633,medium
SIT-safe,5277.154397265939,5743.248875844991,medium
SIT-safe,3812.1777687533963,4081.842238557292,medium
SIT-safe,4538.531539649369,5089.726715894707,medium
SIT-safe,5502.831142058208,5970.136412531603,medium
SIT-safe,6133.741309482389,7046.89403171587,medium
SIT-safe,5464.000823048804,6158.516116179409,medium
SIT-safe,3991.3510326332093,4266.754736569477,medium
SIT-safe,4295.332352961547,4835.232262026169,medium
SIT-safe,5633.349436313367,5970.491987945512,medium
SIT-safe,6163.5214047353265,7305.510814608366,medium
SIT-safe,5127.010281843988,5670.82170073071,medium
SIT-safe,4138.346525181754,4422.889720559055,medium
SIT-safe,4422.807032745332,4914.425836799928,medium
SIT-safe,5474.183566477573,6182.917935228557,medium
SIT-safe,6282.239695617681,7334.827473146142,medium
SIT-safe,5298.227078788848,5765.170505309794,medium
SIT-safe,3825.4263023422836,4142.148840753369,medium
SIT-safe,4540.348630609906,4977.267391222267,medium
SIT-safe,5485.756801679887,5850.932514082699,medium
SIT-safe,6178.2957634766735,7144.372803229082,medium
SIT-safe,5470.702418491378,5947.315450455644,medium
SIT-safe,4008.5380160472646,4361.221449832781,medium
SIT-safe,4322.795955711349,4954.18083207553,medium
SIT-safe,5606.6223312598895,6064.838341196155,medium
SIT-safe,6209.463010319268,7202.525857768116,medium
SIT-safe,5116.247278520135,5595.478016815447,medium
SIT-safe,4133.4510131032175,4451.289213335083,medium
SIT-safe,4386.968096361265,4773.066698424867,medium
SIT-safe,5470.401513261297,5873.556940162496,medium
SIT-safe,6253.459964182275,7299.62551539643,medium
SIT-safe,5285.99761022258,5776.335369138804,medium
SIT-safe,3829.760898704194,4197.984447280687,medium
SIT-safe,4533.040330565197,5104.783590701467,medium
SIT-safe,5478.821650268317,5825.485721905599,medium
SIT-safe,6194.780350530591,7387.373589157127,medium
SIT-safe,5464.626004609386,5921.530706119433,medium
SIT-safe,4003.250796838892,4271.600453644816,medium
SIT-safe,4315.513482221425,4775.2939937548945,medium
SIT-safe,5611.168045002982,5955.354503355804,medium
SIT-safe,6134.353853616236,7057.150726895721,medium
SIT-safe,5143.134012067557,5639.293593510869,medium
SIT-safe,4146.100162892521,4510.376671859762,medium
SIT-safe,4408.387679870676,4962.641251826251,medium
SIT-safe,5474.124536579922,5831.490054747817,medium
SIT-safe,6210.634328774103,7187.436193106347,medium
SIT-safe,5273.968704737201,5927.628939745366,medium
SIT-safe,3824.4020682303103,4125.897306245941,medium
SIT-safe,4524.245148562068,4983.477062475751,medium
SIT-safe,5510.168839072041,5919.21134119534,medium
SIT-safe,6160.603711748762,7359.917863890412,medium
SIT-safe,5470.222460181694,5941.810162684531,medium
SIT-safe,3997.194614362073,4271.63524532241,medium
SIT-safe,4315.5240590341045,4860.542794557696,medium
SIT-safe,5640.885843738837,6003.335803816095,medium
SIT-safe,6177.156959469003,7274.025864544092,medium
SIT-safe,5120.332401146609,5534.887524616148,medium
SIT-safe,4131.69744729962,4493.111986242584,medium
SIT-safe,4401.860710317678,4960.452960439376,medium
SIT-safe,5472.533122739481,5859.688699379563,medium
SIT-safe,6236.173179129057,7249.424961427634,medium
SIT-safe,5306.187542444808,5905.80491130086,medium
SIT-safe,3833.4319108630384,4129.2457118931925,medium
partition,1177.6961160908913,1619.5460182250463,medium
partition,1658.9988122671937,2012.9976104827074,medium
partition,2870.586392493304,4115.098157275614,medium
partition,1694.6353220640524,2191.7503089275706,medium
partition,1220.3286551882723,1490.902910034696,medium
partition,1196.5922314490736,1719.914106191929,medium
partition,1663.5625882171116,2115.8504720339697,medium
partition,2902.1895309553893,3838.592799569029,medium
partition,1688.5234956420713,2255.0438558232563,medium
partition,1228.9780818338031,1486.1354529729288,medium
partition,1184.5853623342066,1644.9676687127794,medium
partition,1692.2362276389515,2151.0571766393405,medium
partition,2849.405919848169,4154.732721116394,medium
partition,1703.7098445129172,2171.907988916937,medium
partition,1229.764533397523,1484.8926835923703,medium
partition,1169.5310732098403,1771.543159744906,medium
partition,1674.361567914909,2093.7235995153687,medium
partition,2877.192391170023,3764.6452096166613,medium
partition,1707.8955575819878,2110.6214573882753,medium
partition,1220.7129338629422,1526.3641493854811,medium
partition,1170.9516580637967,1718.6021545645926,medium
partition,1669.6345106545264,2098.723698385271,medium
partition,2853.9207120782744,4029.9608576002356,medium
partition,1704.8838865214,2366.9553162272605,medium
partition,1223.1909609324657,1469.0294121804036,medium
partition,1186.2574090617234,1647.09753711152,medium
partition,1665.810608072001,2040.6680096474593,medium
partition,2852.173876328827,3982.4117595549797,medium
partition,1686.5946723551585,2040.2772249265108,medium
partition,1215.8211024285874,1502.3462651934533,medium
partition,1174.6425952766167,1853.8091090220987,medium
partition,1682.6882695439747,2282.3564254370285,medium
partition,2874.3511994725673,3944.3506516829584,medium
partition,1705.3570588920084,2192.822658918245,medium
partition,1229.7254206895084,1558.9891973473595,medium
partition,1177.9658010205105,1765.8478348985373,medium
partition,1656.2416070987563,2118.00843683086,medium
partition,2916.939449606121,4125.344299096236,medium
partition,1729.4592793896338,2272.008994394575,medium
partition,1233.2662199642868,1520.2010211587185,medium
partition,1182.7518533198186,1732.5397769613846,medium
partition,1667.9965878871033,2087.941717518068,medium
partition,2861.388462986255,3907.9503998166474,medium
partition,1713.8952138699428,2196.496679393371,medium
partition,1219.2393097122838,1486.8951806002879,medium
partition,1209.8910567644448,1770.961579848332,medium
partition,1672.6660111577603,2015.7100150045499,medium
partition,2871.1117324113184,4018.4049671305984,medium
partition,1693.8295476438927,2165.69290994326,medium
partition,1231.0513502496865,1549.9335376283416,medium
partition,1165.5594451716654,1727.5826308031974,medium
partition,1670.128635214228,2108.9705602853073,medium
partition,2879.364305584075,3973.4527584473835,medium
partition,1688.4013543880499,2217.7937002623075,medium
partition,1226.6799753232553,1536.8302988202267,medium
partition,1176.0971784707838,1811.3142936032382,medium
partition,1674.051570721639,2046.3232156408621,medium
partition,2861.0705705504765,4206.821202853549,medium
partition,1712.696866907883,2141.6211397773295,medium
partition,1224.3591560722298,1518.933730583347,medium
partition,1198.4147092191936,1637.7628862302372,medium
partition,1675.0233688992703,2130.117701015566,medium
partition,2870.16917176288,4173.620918913395,medium
partition,1703.326060962716,2200.973117337351,medium
partition,1226.6342945227968,1576.3876795013057,medium
partition,1196.0248612976297,1948.3881149090575,medium
partition,1686.37502745519,2093.7675611809827,medium
partition,2863.1590925411915,3896.154755444266,medium
partition,1686.2802362941795,2233.281708238035,medium
partition,1222.8089773382158,1488.7083203873917,medium
partition,1177.8009376250743,1594.6163057781814,medium
partition,1674.6989243614964,2121.016263688907,medium
partition,2842.8904085072204,3912.645248271845,medium
partition,1695.4245656999722,2229.2835081289377,medium
partition,1228.480127277359,1492.0034740924893,medium
partition,1198.0479336639476,1814.51507332029,medium
partition,1654.6385965550908,2057.958233682155,medium
partition,2875.858621064782,3817.4285337907495,medium
partition,1716.322131037442,2219.414231109782,medium
partition,1209.680995103011,1434.2142423259793,medium
partition,1193.8960442105224,1628.3076232953754,medium
partition,1663.364420972069,2071.947300843225,medium
partition,2857.257866344198,3921.990436636239,medium
partition,1714.4398916370528,2178.9759504799367,medium
partition,1233.9033788025322,1573.1607698984444,medium
partition,1220.677105449315,1718.2780270011135,medium
partition,1660.5750716278162,2080.4973541483632,medium
partition,2857.4583271984343,3768.5929591640015,medium
partition,1719.7098977715243,2315.000277488689,medium
partition,1219.9910664636727,1476.9372457206773,medium
partition,1204.234801572537,1699.8830159979698,medium
partition,1679.361863358652,2137.895021543314,medium
partition,2926.9978834487506,3970.5618698437465,medium
partition,1695.0421076405546,2196.0910865542864,medium
partition,1229.2995184146246,1503.7886588001275,medium
partition,1159.7844783578823,1654.1681600725951,medium
partition,1686.9751512355547,2078.0220774241316,medium
partition,2889.2770180501416,3764.524827590998,medium
partition,1732.6483923171756,2180.734404133793,medium
partition,1237.1539233134781,1509.4249972706339,medium
partition,1209.2124171743965,1865.0030259870546,medium
partition,1672.758171860849,2131.688616522135,medium
partition,2819.017201775934,3736.08970632407,medium
partition,1708.1389230647935,2463.344026412058,medium
partition,1227.2307719478977,1487.9681261196383,medium
partition,1175.1703520772928,1685.6434497071023,medium
partition,1670.7644675891504,2037.6436280444395,medium
partition,2888.289076602551,3746.74718693248,medium
partition,1713.1324188942103,2179.133250497325,medium
partition,1246.7689364381865,1538.0834399946543,medium
partition,1177.9242185179862,1643.3339080585283,medium
partition,1662.3639214357547,2138.301034768312,medium
partition,2871.802892786262,4152.011744065443,medium
partition,1697.6378002714066,2121.5189961609576,medium
partition,1215.7597150447682,1491.1316032797768,medium
partition,1166.5868601234026,1711.4782605098153,medium
partition,1663.3718255468048,2028.6168004812498,medium
partition,2896.896910980798,3813.857395745421,medium
partition,1725.144496745908,2168.9281121003714,medium
partition,1226.8381801214218,1508.5271040849475,medium
partition,1179.4316866750328,1729.2317351990423,medium
partition,1669.6544592624857,2066.7637236801675,medium
partition,2892.537123555641,3925.088184284279,medium
partition,1711.6334204171515,2113.840198537873,medium
partition,1216.6309420890123,1461.673116430512,medium
partition,1184.9853244911797,1915.710344675128,medium
partition,1664.7499212252233,2097.494300039616,medium
partition,2879.586000296708,3911.8458919412733,medium
partition,1681.0056263724207,2149.5431496018427,medium
partition,1231.7414199745667,1567.2667778260438,medium
partition,1194.0074580429878,1753.6778657016512,medium
partition,1650.614561351548,2004.8445266801282,medium
partition,2833.815996924634,3798.2910780493985,medium
partition,1705.3763264497525,2394.184777732691,medium
partition,1223.2403143504919,1543.6527105004789,medium
partition,1182.5251855159806,1612.260811431981,medium
partition,1693.252395023119,2098.339790794038,medium
partition,2903.016570301155,3817.808253547417,medium
partition,1675.4103381021125,2227.9027203983132,medium
partition,1214.8986531052785,1506.1751090504604,medium
partition,1179.6549816832178,1667.8858998601572,medium
partition,1671.7344189177109,2048.396459898504,medium
partition,2838.9856293794637,4059.2051097769,medium
partition,1703.9410178381888,2148.261982451135,medium
partition,1226.269166041758,1562.9934987599554,medium
partition,1206.7883448720336,1871.1760763551065,medium
partition,1681.1803617781718,2193.242663931567,medium
partition,2867.966361191707,3806.335554651203,medium
partition,1702.9197467538065,2205.015450714971,medium
partition,1227.031940672269,1476.6269580767694,medium
partition,1198.466404990389,1733.0509154995962,medium
partition,1675.4173445851147,2179.6753708074684,medium
partition,2899.668783822604,3825.6895558844553,medium
partition,1692.769824215823,2106.0719917731767,medium
partition,1237.2083542858722,1551.0116403806896,medium
partition,1181.742128627524,1610.7369414784043,medium
partition,1663.9399452076145,2025.13342921203,medium
partition,2847.313893411057,3989.7254965393804,medium
partition,1689.0629611300826,2159.34822512127,medium
partition,1230.1714030776748,1461.2573434428487,medium
partition,1188.921482251915,1646.3771229557751,medium
partition,1667.5694556870221,2017.759847129284,medium
partition,2846.710597098282,4026.377515400527,medium
partition,1700.1524607694266,2198.4425042325456,medium
partition,1217.1503326315406,1490.830061260327,medium
partition,1189.87214674666,1688.8175068730488,medium
partition,1676.3903299347314,2087.529093886209,medium
partition,2868.7401345800868,3779.623039508937,medium
partition,1711.0584585370832,2151.166424220297,medium
partition,1247.2238481453896,1507.4513245749986,medium
partition,1173.4735867818586,1718.8977713942222,medium
partition,1659.0267200752419,2087.872825886503,medium
partition,2862.095374630328,4494.265235760919,medium
partition,1689.7540494880056,2145.2116655103455,medium
partition,1223.3002222564537,1524.3391192385166,medium
partition,1201.2391809638823,1812.5676862559221,medium
partition,1662.286777718632,2059.1060853887757,medium
partition,2863.80223340833,4016.9956413337413,medium
partition,1724.101199851873,2210.560516310594,medium
partition,1226.9914350946196,1522.797296609404,medium
partition,1187.7232734409188,1696.296357005136,medium
partition,1690.7046221069106,2142.1575181356748,medium
partition,2820.9991430491737,3633.0599779580953,medium
partition,1712.090935653499,2166.4004294084443,medium
partition,1209.7699137334846,1476.8705999348022,medium
partition,1190.4962761157476,1687.9996050294285,medium
partition,1656.8015312437783,2075.278767652155,medium
partition,2885.1445591779966,4069.3670839887054,medium
partition,1713.5556652209773,2310.581456538288,medium
partition,1222.5449427056476,1487.8427699118038,medium
partition,1207.9365958915682,1689.287410918143,medium
partition,1655.500115143384,2107.299803737711,medium
partition,2895.128862812474,4548.4924852439435,medium
partition,1703.1623741257322,2132.968484632991,medium
partition,1215.9662771481285,1581.3915171775297,medium
partition,1175.2324550728222,1667.9980134988145,medium
partition,1652.9537167443816,2027.0128993536055,medium
partition,2895.5463058815712,3717.6795493435857,medium
partition,1701.9451313892796,2169.9308932171407,medium
partition,1227.2255599061552,1482.598754968698,medium
random,6515.3013207627855,7007.456234946381,medium
random,9070.444964412864,9553.598692801315,medium
random,11396.166166391484,12521.210723286902,medium
random,8044.684829003531,8696.038633065866,medium
random,10629.831466539383,11013.5802558274,medium
random,11895.039259102068,12405.470190142863,medium
random,10869.8750633447,11362.393935334403,medium
random,9508.06498857268,10583.705513895664,medium
random,7853.580885009238,8319.206863791136,medium
random,9103.389949514534,9407.118926748099,medium
random,9142.830154789688,9843.110827234574,medium
random,10115.051687779687,10554.355837010546,medium
random,10504.653737865556,11653.290057047852,medium
random,8416.350940671726,9157.1805255269,medium
random,6698.920766425131,6993.7772231716635,medium
random,7481.640175571168,8008.139039454167,medium
random,8363.782762276525,8912.352199705792,medium
random,11171.606332307667,12342.271217749454,medium
random,6333.519631141916,6860.774633322202,medium
random,10826.620641050398,11160.493296080269,medium
random,8277.447221458156,8798.136331415852,medium
random,7989.864996825167,8472.750414292328,medium
random,9813.940246944598,11114.986314829905,medium
random,7108.027161744274,7707.379057369195,medium
random,12973.886231359553,13399.972410077695,medium
random,8647.897825594842,9300.427644452895,medium
random,10228.674372450403,10684.908229087014,medium
random,7631.020166307343,8683.38310907688,medium
random,6956.827845242394,7464.4878071681305,medium
random,14950.45607257601,15383.581516209291,medium
random,9769.139452839605,10372.600101186428,medium
random,8049.762756944721,8443.950597245537,medium
random,8686.818021784953,10091.09211205336,medium
random,9960.185515511672,10644.492272538995,medium
random,8857.655685940888,9319.13157669548,medium
random,6058.22147580295,6578.262521723867,medium
random,8339.972887858663,8851.386063095531,medium
random,11252.43402254617,12147.787485059176,medium
random,9736.068113293542,10260.743656744715,medium
random,9140.802093610591,9500.000767288788,medium
random,7285.509009912843,7799.448903483804,medium
random,8340.286797220393,8732.821080034948,medium
random,11996.215305064985,13151.667124930304,medium
random,8365.504756129318,8846.366033795755,medium
random,17787.524405051707,18235.58929033694,medium
random,8976.688840689481,9490.039922194614,medium
random,11851.129053840008,12432.532118386414,medium
random,9453.670457899942,10540.979060221696,medium
random,8562.913493091084,9180.030126155703,medium
random,7122.641171613831,7440.366444281506,medium
random,6959.726718464708,7594.2758144406835,medium
random,8041.833271556847,8530.90569990367,medium
random,8944.246780373729,10189.951048346033,medium
random,10287.989566970758,10856.852162634954,medium
random,11301.038134155933,11679.993894234998,medium
random,10494.708264899129,11036.20356265991,medium
random,9419.690609364772,9830.24025271069,medium
random,9825.21488723744,10958.653942291625,medium
random,8202.467518900852,8823.089371472248,medium
random,11109.69569644259,11531.867616103264,medium
random,7232.43019885299,7639.063847536454,medium
random,8063.823203547467,8567.660906974867,medium
random,10763.669772055924,11926.502523654024,medium
random,6796.633765985733,7323.854055485455,medium
random,19949.56243308901,20443.21836022887,medium
random,7458.3720524327155,7920.019494369044,medium
random,10531.687720618858,11042.07451022463,medium
random,9748.822126509453,10692.043677220056,medium
random,8658.268970305266,9267.855499134166,medium
random,10247.08896282279,10563.245896614855,medium
random,5978.654733223914,6496.986327374791,medium
random,11446.455028825869,11936.313711944502,medium
random,9812.722608027245,11371.039343303768,medium
random,10021.23772893059,10695.593779618415,medium
random,10683.115653881185,11008.550125577487,medium
random,11857.140944779585,12432.96276403981,medium
random,11421.90281539571,11958.551719323325,medium
random,11159.672967553775,12280.089922638377,medium
random,7564.77986893201,8056.56940985797,medium
random,11388.717778170489,11856.325981994738,medium
random,8143.879337844013,8610.476561278105,medium
random,13119.479205551219,13603.066615066258,medium
random,9625.389842384555,10956.845707034925,medium
random,7753.199430108913,8362.867426653513,medium
random,8132.872017743271,8436.756250250386,medium
random,8660.395701432415,9220.451934409328,medium
random,9866.09722045307,10298.072114217503,medium
random,11067.544595655238,12148.976729427697,medium
random,10079.008994263497,10617.261502820067,medium
random,11107.34633766302,11440.141619473696,medium
random,11118.2488664243,11683.825264698127,medium
random,9877.007508287623,10312.860875071958,medium
random,9994.753250602707,11231.206081820885,medium
random,8599.017821730844,9119.201928629773,medium
random,9519.5170800905,9835.83906940464,medium
random,7683.934703249026,8397.488701040624,medium
random,9662.052054583919,10172.678852619953,medium
random,8669.630618941777,9636.187439664354,medium
random,11424.496300577668,12120.538167585735,medium
random,10144.135878309111,10471.180836340645,medium
random,6880.366042049364,7503.532782447699,medium
random,7548.147893884117,8020.204629514657,medium
random,9796.955975582145,11157.62659766036,medium
random,7754.808055399756,8172.524858179269,medium
random,20924.712339317408,21468.029199562734,medium
random,5200.222325555063,5694.607584348327,medium
random,10714.08116166125,11220.729156049201,medium
random,9926.674933692708,10902.293954461114,medium
random,6813.803008674869,7201.311543880729,medium
random,11109.682615340489,11512.179020378098,medium
random,10875.41334850001,11336.305122726873,medium
random,7699.434141631087,8098.120040828013,medium
random,10154.376008910578,11146.471187783289,medium
random,8532.462600794475,9034.467564044986,medium
random,8963.623308426262,9309.605526339961,medium
random,5506.413113112967,6098.543349432119,medium
random,8963.560188831254,9424.628649875114,medium
random,9514.76824670538,10613.314654365204,medium
random,8499.100925592578,9061.01613622284,medium
random,20250.673612742376,20745.447349310154,medium
random,8288.809996605469,8928.946063005482,medium
random,10015.291572571054,10432.684170471737,medium
random,10210.608067519774,11377.912285773433,medium
random,8767.904257451479,9316.90699083975,medium
random,10756.423788405607,11111.840029148618,medium
random,11146.38638324049,11700.341399913188,medium
random,6467.141255852914,6921.4067617091205,medium
random,9583.39363715545,10758.462418608251,medium
random,9907.95521222825,10405.606646725093,medium
random,11581.310067602548,11926.682226225734,medium
random,10881.498290880147,11453.719393261592,medium
random,9929.323265723579,10478.46377286315,medium
random,8433.833566835432,9474.746088087122,medium
random,7865.736661320353,8476.53679047362,medium
random,12475.259477129466,12798.105546203093,medium
random,6848.087247781543,7437.674444518576,medium
random,8833.734381674078,9342.00929992627,medium
random,9921.125409230335,11077.958823435882,medium
random,7785.1132410015225,8298.440303394222,medium
random,11336.924600185326,11683.131862744922,medium
random,11797.390504172166,12399.68687039218,medium
random,9882.728873196576,10304.43209555297,medium
random,8529.998122274012,9461.967286079947,medium
