metric,policy,baseline,interference_regime,load_regime,mean_diff,ci_lo,ci_hi,p_value,cohens_d,n,q_value,significant
goodput,binpack-greedy,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,heavy_tail_burst,high,0.0002,-0.0004,0.0009,0.264,0.0501,200,0.514889,False
goodput,SIT-no-IRBS,partition,heavy_tail_burst,high,0.0005,-0.0,0.0011,0.043,0.1232,200,0.097257,False
goodput,SIT-no-safety,partition,heavy_tail_burst,high,0.0006,0.0001,0.0012,0.016,0.1536,200,0.03777,True
goodput,SIT-no-admission,partition,heavy_tail_burst,high,-0.0001,-0.0007,0.0005,0.345,-0.0302,200,0.646594,False
goodput,spread,partition,heavy_tail_burst,high,-0.0001,-0.0008,0.0006,0.41,-0.0229,200,0.737232,False
goodput,random,partition,heavy_tail_burst,high,0.0002,-0.0004,0.0009,0.241,0.0517,200,0.477031,False
goodput,round-robin,partition,heavy_tail_burst,high,0.0003,-0.0003,0.001,0.214,0.0593,200,0.429491,False
goodput,binpack-greedy,partition,heavy_tail_burst,high,0.0004,-0.0001,0.0011,0.079,0.099,200,0.171713,False
goodput,tail-greedy,partition,heavy_tail_burst,high,0.0004,-0.0002,0.0011,0.112,0.0923,200,0.237467,False
goodput,similarity-avoidance,partition,heavy_tail_burst,high,0.0003,-0.0003,0.0009,0.17,0.0709,200,0.351388,False
goodput,admission-only,partition,heavy_tail_burst,high,0.0001,-0.0005,0.0008,0.399,0.0243,200,0.72196,False
goodput,oracle,partition,heavy_tail_burst,high,0.0002,-0.0004,0.001,0.277,0.0501,200,0.534811,False
goodput,static-low,partition,heavy_tail_burst,high,0.0005,-0.0001,0.0011,0.057,0.1116,200,0.127256,False
goodput,static-high,partition,heavy_tail_burst,high,0.0004,-0.0002,0.001,0.133,0.0804,200,0.278237,False
goodput,k8s-hpa,partition,heavy_tail_burst,high,0.0004,-0.0002,0.0011,0.079,0.0979,200,0.171929,False
goodput,k8s-default,partition,heavy_tail_burst,high,0.0005,-0.0001,0.0011,0.078,0.1075,200,0.170613,False
goodput,slurm-fcfs,partition,heavy_tail_burst,high,0.0001,-0.0006,0.0007,0.436,0.0164,200,0.775909,False
goodput,triton-proxy,partition,heavy_tail_burst,high,0.0001,-0.0005,0.0008,0.413,0.0258,200,0.741084,False
goodput,SIT-safe,partition,heavy_tail_burst,low,-0.0,-0.0002,0.0001,0.346,-0.0354,200,0.647766,False
goodput,SIT-no-IRBS,partition,heavy_tail_burst,low,-0.0002,-0.0004,0.0,0.034,-0.1402,200,0.077509,False
goodput,SIT-no-safety,partition,heavy_tail_burst,low,-0.0,-0.0002,0.0001,0.451,-0.0183,200,0.796859,False
goodput,SIT-no-admission,partition,heavy_tail_burst,low,-0.0,-0.0002,0.0001,0.453,-0.0196,200,0.797945,False
goodput,spread,partition,heavy_tail_burst,low,0.0,-0.0001,0.0002,0.563,0.0,200,0.963232,False
goodput,random,partition,heavy_tail_burst,low,-0.0001,-0.0003,0.0001,0.198,-0.0668,200,0.403948,False
goodput,round-robin,partition,heavy_tail_burst,low,-0.0001,-0.0002,0.0001,0.212,-0.0709,200,0.425972,False
goodput,binpack-greedy,partition,heavy_tail_burst,low,-0.0001,-0.0002,0.0001,0.273,-0.0515,200,0.528269,False
goodput,tail-greedy,partition,heavy_tail_burst,low,-0.0001,-0.0002,0.0001,0.254,-0.0589,200,0.498198,False
goodput,similarity-avoidance,partition,heavy_tail_burst,low,-0.0001,-0.0002,0.0001,0.288,-0.0515,200,0.554192,False
goodput,admission-only,partition,heavy_tail_burst,low,-0.0001,-0.0003,0.0,0.072,-0.1086,200,0.15829,False
goodput,oracle,partition,heavy_tail_burst,low,-0.0,-0.0002,0.0001,0.437,-0.0183,200,0.776889,False
goodput,static-low,partition,heavy_tail_burst,low,-0.0001,-0.0003,0.0,0.064,-0.1086,200,0.141967,False
goodput,static-high,partition,heavy_tail_burst,low,-0.0,-0.0002,0.0001,0.465,-0.0183,200,0.817416,False
goodput,k8s-hpa,partition,heavy_tail_burst,low,-0.0001,-0.0002,0.0001,0.186,-0.0668,200,0.382629,False
goodput,k8s-default,partition,heavy_tail_burst,low,-0.0001,-0.0003,0.0,0.059,-0.1086,200,0.131551,False
goodput,slurm-fcfs,partition,heavy_tail_burst,low,-0.0001,-0.0003,0.0,0.086,-0.1038,200,0.18576,False
goodput,triton-proxy,partition,heavy_tail_burst,low,-0.0001,-0.0003,0.0,0.1,-0.0953,200,0.213597,False
goodput,SIT-safe,partition,heavy_tail_burst,medium,0.0004,-0.0,0.0009,0.026,0.1306,200,0.059745,False
goodput,SIT-no-IRBS,partition,heavy_tail_burst,medium,0.0003,-0.0001,0.0008,0.07,0.1059,200,0.15468,False
goodput,SIT-no-safety,partition,heavy_tail_burst,medium,0.0003,-0.0001,0.0008,0.104,0.0908,200,0.221593,False
goodput,SIT-no-admission,partition,heavy_tail_burst,medium,-0.0,-0.0006,0.0005,0.424,-0.0123,200,0.757675,False
goodput,spread,partition,heavy_tail_burst,medium,0.0004,-0.0001,0.0009,0.045,0.1211,200,0.101647,False
goodput,random,partition,heavy_tail_burst,medium,0.0005,0.0,0.0009,0.022,0.1509,200,0.051166,False
goodput,round-robin,partition,heavy_tail_burst,medium,0.0001,-0.0003,0.0006,0.302,0.0377,200,0.577914,False
goodput,binpack-greedy,partition,heavy_tail_burst,medium,0.0004,-0.0,0.0008,0.039,0.1188,200,0.088557,False
goodput,tail-greedy,partition,heavy_tail_burst,medium,0.0004,0.0,0.0009,0.018,0.1377,200,0.042204,True
goodput,similarity-avoidance,partition,heavy_tail_burst,medium,0.0003,-0.0002,0.0007,0.129,0.0825,200,0.270524,False
goodput,admission-only,partition,heavy_tail_burst,medium,0.0005,0.0,0.0009,0.023,0.1419,200,0.053348,False
goodput,oracle,partition,heavy_tail_burst,medium,0.0005,0.0001,0.001,0.011,0.1668,200,0.026146,True
goodput,static-low,partition,heavy_tail_burst,medium,0.0005,0.0001,0.001,0.011,0.1614,200,0.02611,True
goodput,static-high,partition,heavy_tail_burst,medium,0.0002,-0.0002,0.0007,0.164,0.0674,200,0.339799,False
goodput,k8s-hpa,partition,heavy_tail_burst,medium,0.0003,-0.0001,0.0008,0.091,0.0933,200,0.19607,False
goodput,k8s-default,partition,heavy_tail_burst,medium,0.0003,-0.0001,0.0007,0.078,0.0961,200,0.169967,False
goodput,slurm-fcfs,partition,heavy_tail_burst,medium,0.0006,0.0003,0.0011,0.001,0.2171,200,0.031418,True
goodput,triton-proxy,partition,heavy_tail_burst,medium,0.0004,-0.0001,0.0008,0.071,0.107,200,0.15649,False
goodput,SIT-safe,partition,heavy_tail_burst,saturation,0.0004,-0.0004,0.0012,0.198,0.0634,200,0.404426,False
goodput,SIT-no-IRBS,partition,heavy_tail_burst,saturation,0.0,-0.0008,0.0007,0.509,0.0004,200,0.875176,False
goodput,SIT-no-safety,partition,heavy_tail_burst,saturation,0.0002,-0.0007,0.001,0.358,0.0284,200,0.662338,False
goodput,SIT-no-admission,partition,heavy_tail_burst,saturation,0.0003,-0.0006,0.0011,0.282,0.0448,200,0.543857,False
goodput,spread,partition,heavy_tail_burst,saturation,0.0005,-0.0002,0.0012,0.134,0.0835,200,0.27999,False
goodput,random,partition,heavy_tail_burst,saturation,-0.0001,-0.001,0.0008,0.482,-0.012,200,0.836241,False
goodput,round-robin,partition,heavy_tail_burst,saturation,0.0003,-0.0006,0.0011,0.269,0.0484,200,0.521112,False
goodput,binpack-greedy,partition,heavy_tail_burst,saturation,0.0002,-0.0006,0.001,0.328,0.0289,200,0.621474,False
goodput,tail-greedy,partition,heavy_tail_burst,saturation,0.0002,-0.0006,0.001,0.393,0.0258,200,0.714095,False
goodput,similarity-avoidance,partition,heavy_tail_burst,saturation,0.0005,-0.0002,0.0013,0.099,0.1004,200,0.211723,False
goodput,admission-only,partition,heavy_tail_burst,saturation,0.0004,-0.0005,0.0012,0.18,0.0577,200,0.371169,False
goodput,oracle,partition,heavy_tail_burst,saturation,0.0007,0.0,0.0014,0.03,0.1402,200,0.068662,False
goodput,static-low,partition,heavy_tail_burst,saturation,0.0007,0.0001,0.0014,0.021,0.1407,200,0.048972,True
goodput,static-high,partition,heavy_tail_burst,saturation,0.0003,-0.0004,0.001,0.233,0.0604,200,0.463319,False
goodput,k8s-hpa,partition,heavy_tail_burst,saturation,0.0005,-0.0003,0.0014,0.125,0.0835,200,0.262774,False
goodput,k8s-default,partition,heavy_tail_burst,saturation,0.0003,-0.0005,0.0012,0.253,0.0535,200,0.497365,False
goodput,slurm-fcfs,partition,heavy_tail_burst,saturation,0.0001,-0.0007,0.001,0.394,0.0223,200,0.71516,False
goodput,triton-proxy,partition,heavy_tail_burst,saturation,0.0003,-0.0005,0.0011,0.273,0.0533,200,0.527678,False
goodput,SIT-safe,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
